,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Average,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2863,1,0,0,0,26,1,0,0,1,0,0,1,0,0,1,85.75,2146.5,0,82.5576923076923,1,0,0,1,0
2864,0,0,0,0,6,1,0,0,0,0,0,1,1,0,1,91.1,455.3,1,75.88333333333334,1,0,0,1,0
2865,1,0,1,0,57,1,1,0,0,1,1,1,1,2,0,107.95,5969.85,0,104.73421052631579,1,0,0,1,0
2866,1,0,1,0,14,1,1,0,0,0,0,1,0,0,1,86.1,1235.55,1,88.25357142857142,1,0,0,1,0
2867,0,0,1,1,42,1,1,0,0,0,0,0,0,2,0,22.95,1014.25,0,24.148809523809526,0,1,0,1,0
2868,1,0,0,0,25,1,1,0,0,0,0,1,1,0,1,94.7,2362.1,1,94.484,1,0,0,0,0
2869,0,0,1,0,64,1,0,0,0,0,0,0,0,2,0,19.45,1225.65,0,19.15078125,0,1,1,0,0
2870,1,0,1,0,22,1,1,0,0,0,0,0,1,0,1,85.1,1873.7,1,85.16818181818182,1,0,0,1,0
2871,1,0,0,0,19,1,0,0,0,0,0,0,0,1,1,19.7,386.5,0,20.342105263157894,0,1,1,0,0
2872,0,0,1,1,61,1,1,0,1,0,0,1,1,0,1,99.15,6010.05,1,98.52540983606558,1,0,0,1,0
2873,1,0,1,0,22,1,0,0,0,1,0,1,0,0,1,87.0,1850.65,0,84.12045454545455,1,0,0,0,0
2874,1,1,1,0,70,1,1,0,1,1,0,1,1,0,1,102.95,7101.5,1,101.45,1,0,0,1,0
2875,1,0,0,0,12,1,0,0,0,0,0,0,1,0,1,79.95,1043.4,0,86.95,1,0,0,0,0
2876,0,0,1,0,31,1,0,1,0,0,1,0,1,1,1,64.0,1910.75,0,61.63709677419355,0,0,0,1,0
2877,0,0,0,0,11,1,0,0,0,0,0,1,1,0,1,64.9,716.1,0,65.10000000000001,0,0,0,1,0
2878,1,0,1,1,68,1,1,0,0,0,0,0,0,2,0,25.75,1686.15,0,24.796323529411765,0,1,0,0,1
2879,0,1,1,1,72,1,1,1,1,1,1,1,1,2,1,90.15,6716.45,0,93.28402777777778,0,0,0,0,0
2880,1,1,0,0,67,1,1,1,1,1,1,1,1,2,1,116.1,7839.85,0,117.01268656716418,1,0,1,0,0
2881,0,0,0,0,60,1,0,1,0,1,1,1,1,0,1,104.95,6236.75,0,103.94583333333334,1,0,0,0,0
2882,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,45.05,45.05,1,45.05,0,0,0,0,1
2883,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,71.0,71.0,1,71.0,1,0,0,1,0
2884,1,0,1,1,58,0,0,1,1,1,0,1,0,1,0,50.0,2919.85,0,50.342241379310344,0,0,0,0,1
2885,0,1,1,1,47,1,0,0,0,0,0,0,0,0,0,70.55,3309.25,1,70.40957446808511,1,0,0,0,0
2886,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,79.7,79.7,1,79.7,1,0,0,1,0
2887,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.45,20.45,0,20.45,0,1,0,0,1
2888,1,0,0,0,22,1,1,1,1,0,0,0,0,0,0,59.0,1254.7,1,57.03181818181818,0,0,0,1,0
2889,0,0,0,0,48,1,0,1,0,1,1,0,0,1,1,60.35,2896.4,1,60.34166666666667,0,0,1,0,0
2890,0,0,1,0,37,1,0,0,0,0,0,0,0,1,1,19.85,717.5,0,19.39189189189189,0,1,0,0,0
2891,1,0,0,0,13,1,0,0,0,0,0,0,0,1,1,19.95,253.8,0,19.523076923076925,0,1,0,1,0
2892,1,0,0,0,43,1,1,0,0,0,0,0,0,2,0,26.45,1110.05,0,25.815116279069766,0,1,0,0,0
2893,0,0,0,0,6,0,0,1,1,1,1,1,1,2,1,63.4,348.8,0,58.13333333333333,0,0,0,0,1
2894,1,0,0,0,71,0,0,1,1,1,1,1,0,2,0,53.95,3888.65,0,54.76971830985916,0,0,0,0,0
2895,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,69.25,69.25,1,69.25,1,0,0,1,0
2896,0,0,1,1,72,1,1,1,1,0,0,1,0,2,1,95.1,6843.15,0,95.04374999999999,1,0,0,1,0
2897,0,1,0,0,6,1,0,1,0,0,0,0,0,0,1,74.1,450.9,0,75.14999999999999,1,0,0,1,0
2898,1,0,1,1,12,0,0,0,1,0,1,0,0,0,0,35.5,432.25,0,36.020833333333336,0,0,0,0,1
2899,1,0,0,0,25,1,0,0,0,0,0,0,0,0,0,70.95,1767.35,1,70.694,1,0,0,0,1
2900,0,0,1,0,21,1,0,0,0,1,1,0,0,1,0,79.2,1742.45,0,82.97380952380952,1,0,0,1,0
2901,0,0,1,1,6,1,0,0,0,0,1,0,0,0,1,48.8,297.35,0,49.55833333333334,0,0,0,0,1
2902,1,0,1,0,20,1,0,0,0,0,0,1,1,0,1,89.0,1820.45,1,91.02250000000001,1,0,0,0,1
2903,1,0,1,0,18,1,1,1,0,0,0,1,1,0,1,99.4,1742.95,1,96.83055555555556,1,0,0,1,0
2904,0,0,0,0,43,1,0,0,1,0,1,0,0,1,0,55.45,2444.25,0,56.843023255813954,0,0,0,1,0
2905,0,0,1,1,35,1,1,0,0,0,0,0,0,2,1,25.4,949.8,0,27.137142857142855,0,1,1,0,0
2906,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,73.5,73.5,1,73.5,1,0,0,0,0
2907,1,1,1,0,32,1,1,0,1,1,0,0,1,0,1,93.5,2970.8,0,92.8375,1,0,0,1,0
2908,1,0,0,0,52,0,0,1,1,1,1,1,1,2,0,63.9,3334.95,0,64.13365384615385,0,0,1,0,0
2909,1,0,0,0,32,1,0,0,0,0,0,1,1,1,1,64.85,2010.95,0,62.8421875,0,0,0,0,0
2910,0,0,1,1,72,0,0,1,1,1,1,1,1,2,1,63.8,4684.3,0,65.05972222222222,0,0,0,0,0
2911,1,0,0,0,51,0,0,1,0,0,1,0,1,0,1,44.45,2181.55,0,42.77549019607844,0,0,1,0,0
2912,1,0,1,1,68,1,0,0,0,0,0,0,0,2,1,19.95,1303.25,0,19.165441176470587,0,1,0,0,0
2913,1,1,1,0,8,0,0,0,1,1,0,0,1,0,1,43.35,371.4,0,46.425,0,0,0,0,1
2914,1,0,1,0,49,0,0,0,1,0,0,1,1,2,0,49.65,2409.9,0,49.18163265306123,0,0,1,0,0
2915,0,0,1,0,72,1,0,1,1,1,1,1,1,2,0,85.1,6155.4,0,85.49166666666666,0,0,0,0,1
2916,1,0,0,0,9,1,1,0,0,0,0,1,1,0,1,95.5,829.1,1,92.12222222222222,1,0,0,1,0
2917,0,0,1,0,28,1,0,1,0,0,0,1,1,0,1,92.35,2602.9,1,92.96071428571429,1,0,0,0,1
2918,1,0,0,0,54,1,0,1,0,1,0,1,0,0,0,89.8,4667.0,0,86.42592592592592,1,0,0,0,1
2919,1,0,0,0,11,1,0,0,1,0,0,0,0,0,1,74.55,824.75,1,74.97727272727273,1,0,0,1,0
2920,0,0,1,1,50,1,0,0,0,1,1,1,1,1,0,103.05,5153.5,0,103.07,1,0,0,0,1
2921,0,0,1,0,69,1,1,1,1,1,1,1,1,2,1,116.0,8182.85,0,118.59202898550726,1,0,0,1,0
2922,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.9,69.9,0,69.9,1,0,0,1,0
2923,1,0,1,1,68,1,0,1,1,0,1,0,1,2,0,95.1,6683.4,0,98.28529411764706,1,0,0,0,0
2924,1,0,0,1,40,0,0,1,1,0,1,0,0,1,0,40.25,1564.05,0,39.10125,0,0,0,0,1
2925,1,0,1,1,31,1,1,0,0,0,0,0,0,2,0,25.75,755.6,0,24.374193548387098,0,1,0,0,1
2926,0,1,0,1,33,1,1,0,1,1,0,1,1,0,1,105.35,3465.05,0,105.00151515151515,1,0,0,0,0
2927,1,1,1,0,55,1,1,0,1,1,1,1,1,2,1,113.6,6292.7,0,114.41272727272727,1,0,0,1,0
2928,1,0,1,1,68,1,1,0,0,0,0,0,0,2,1,24.0,1664.3,0,24.474999999999998,0,1,0,0,0
2929,0,0,1,1,12,1,0,0,0,0,0,0,0,0,0,19.4,198.1,0,16.508333333333333,0,1,0,0,0
2930,1,0,1,0,71,1,0,1,1,1,1,1,1,2,1,86.1,6045.9,0,85.15352112676055,0,0,0,0,0
2931,1,0,0,0,40,1,1,0,1,1,0,1,1,0,1,102.65,4108.15,0,102.70374999999999,1,0,0,0,1
2932,0,0,1,1,64,1,1,0,1,1,0,0,1,1,1,92.85,5980.75,0,93.44921875,1,0,0,1,0
2933,1,0,1,0,53,1,1,0,1,0,1,0,1,1,0,97.75,5043.2,0,95.15471698113207,1,0,0,0,0
2934,1,1,0,0,12,1,0,0,1,1,1,0,0,0,1,83.8,1029.75,1,85.8125,1,0,0,0,1
2935,1,1,0,0,53,0,0,0,1,1,0,1,1,0,1,54.45,2854.55,1,53.859433962264156,0,0,0,1,0
2936,1,0,1,0,72,1,1,1,1,1,0,1,0,2,1,97.95,7114.25,0,98.80902777777777,1,0,1,0,0
2937,1,0,0,0,46,1,0,0,0,0,0,0,0,2,0,19.95,907.05,0,19.718478260869563,0,1,0,1,0
2938,1,0,0,0,40,1,1,0,0,0,0,0,0,2,1,24.6,973.95,0,24.348750000000003,0,1,0,0,1
2939,1,0,0,0,12,0,0,1,1,0,1,1,0,0,1,50.95,605.75,0,50.479166666666664,0,0,0,0,0
2940,1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,75.6,661.55,0,73.50555555555555,1,0,0,1,0
2941,0,0,1,1,51,1,1,0,0,0,1,0,0,0,1,80.75,4116.9,0,80.7235294117647,1,0,0,1,0
2942,1,0,1,1,49,1,0,0,1,1,0,1,0,0,1,90.4,4494.65,0,91.72755102040816,1,0,1,0,0
2943,1,1,1,0,41,1,1,0,0,1,0,1,1,0,1,99.8,4259.3,1,103.88536585365854,1,0,0,1,0
2944,0,0,0,0,56,1,0,1,0,1,1,0,0,1,1,60.25,3282.75,0,58.620535714285715,0,0,1,0,0
2945,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,20.2,55.7,0,13.925,0,1,0,1,0
2946,1,0,1,0,20,1,0,1,0,0,1,0,1,1,1,64.15,1274.45,0,63.722500000000004,0,0,0,0,1
2947,0,0,1,1,26,1,0,0,0,0,0,0,0,0,1,20.25,493.95,0,18.998076923076923,0,1,1,0,0
2948,0,0,1,1,20,1,1,0,1,1,0,1,1,0,1,105.85,2239.65,1,111.9825,1,0,0,0,0
2949,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,75.45,480.75,1,68.67857142857143,1,0,0,0,1
2950,1,0,0,0,7,1,1,0,0,0,0,1,1,0,1,93.85,635.6,1,90.8,1,0,0,1,0
2951,1,0,0,0,51,1,0,0,1,1,0,1,1,0,1,99.0,5038.15,0,98.78725490196078,1,0,0,1,0
2952,0,0,0,0,4,1,1,0,1,0,0,0,0,0,1,80.3,324.2,0,81.05,1,0,0,0,1
2953,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.55,19.55,0,19.55,0,1,1,0,0
2954,1,0,1,1,27,1,1,1,1,0,1,1,0,0,0,100.75,2793.55,0,103.46481481481482,1,0,0,1,0
2955,1,0,0,0,22,1,1,1,0,0,0,1,1,0,1,100.75,2095.0,1,95.22727272727273,1,0,0,1,0
2956,1,0,0,0,12,1,0,0,1,0,1,0,0,0,1,53.75,648.65,0,54.05416666666667,0,0,0,0,1
2957,0,0,1,1,3,0,0,0,0,0,1,0,0,0,1,31.0,95.05,1,31.683333333333334,0,0,0,0,1
2958,0,0,1,1,34,1,1,0,0,0,0,0,0,1,1,25.6,917.15,0,26.974999999999998,0,1,1,0,0
2959,1,0,1,0,24,1,1,1,0,0,1,0,0,1,1,58.35,1346.9,0,56.12083333333334,0,0,0,1,0
2960,1,0,0,0,51,1,1,0,0,1,0,0,0,0,0,80.0,4242.35,1,83.18333333333334,1,0,1,0,0
2961,0,1,0,0,14,0,0,0,0,0,0,1,1,0,1,46.35,672.7,0,48.050000000000004,0,0,0,1,0
2962,1,0,1,0,59,1,1,1,1,1,1,1,1,2,0,113.75,6561.25,0,111.20762711864407,1,0,0,1,0
2963,1,0,0,0,3,1,0,0,1,1,0,0,1,0,0,90.4,268.45,0,89.48333333333333,1,0,0,1,0
2964,0,0,1,1,65,1,1,1,0,1,1,1,1,2,0,109.3,7337.55,0,112.88538461538462,1,0,0,1,0
2965,1,1,0,0,5,1,0,0,0,0,0,0,0,0,1,70.25,331.9,1,66.38,1,0,0,0,1
2966,0,0,1,1,59,1,1,1,1,1,1,1,1,2,0,90.3,5194.05,0,88.03474576271186,0,0,1,0,0
2967,1,0,1,1,72,0,0,1,1,1,1,1,1,2,1,65.25,4478.85,0,62.206250000000004,0,0,1,0,0
2968,0,0,1,1,62,1,0,0,1,1,0,1,1,0,1,100.15,6283.3,1,101.34354838709677,1,0,0,1,0
2969,1,0,0,0,28,1,1,1,1,0,0,0,1,0,1,94.5,2659.4,1,94.97857142857143,1,0,1,0,0
2970,1,0,0,0,3,1,0,0,0,0,1,0,1,0,0,60.65,196.9,0,65.63333333333334,0,0,0,0,1
2971,1,0,0,1,19,1,1,0,0,0,0,0,0,0,1,24.1,439.2,0,23.11578947368421,0,1,1,0,0
2972,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19.5,19.5,0,19.5,0,1,0,0,1
2973,1,0,0,0,24,1,0,0,1,1,1,0,0,0,1,85.95,2107.15,0,87.79791666666667,1,0,0,1,0
2974,1,1,0,0,57,1,0,0,0,1,1,0,0,1,1,53.5,3035.8,0,53.25964912280702,0,0,0,1,0
2975,0,0,0,0,72,1,1,0,0,0,0,0,0,2,0,25.45,1866.45,0,25.922916666666666,0,1,1,0,0
2976,1,0,0,0,67,1,0,0,0,0,0,0,0,2,0,20.5,1430.95,0,21.357462686567164,0,1,0,0,0
2977,1,0,1,1,52,1,0,0,0,0,0,0,0,1,1,20.85,1071.6,0,20.607692307692307,0,1,1,0,0
2978,1,0,1,1,71,1,1,1,1,1,1,1,1,2,0,89.9,6457.15,0,90.94577464788732,0,0,1,0,0
2979,0,0,1,0,26,1,1,0,0,0,0,0,0,1,0,26.0,684.05,0,26.309615384615384,0,1,0,0,1
2980,0,0,0,0,35,1,1,1,1,1,1,1,1,2,1,113.2,3914.05,0,111.83,1,0,0,0,1
2981,0,0,1,1,55,1,0,0,0,0,0,0,0,2,1,69.05,3842.6,0,69.86545454545454,1,0,1,0,0
2982,0,0,1,1,33,1,0,0,0,0,0,0,0,2,0,20.1,670.35,0,20.313636363636363,0,1,0,0,1
2983,1,0,1,0,72,1,1,1,1,1,0,1,1,2,1,109.65,7880.25,0,109.44791666666667,1,0,0,1,0
2984,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,19.2,19.2,0,19.2,0,1,0,0,1
2985,1,0,0,0,10,0,0,0,0,0,0,0,1,0,1,33.9,298.45,1,29.845,0,0,0,0,1
2986,0,1,1,0,37,1,0,0,0,1,1,1,0,0,0,90.0,3371.75,0,91.12837837837837,1,0,0,1,0
2987,1,0,0,0,12,0,0,0,1,0,1,0,0,0,0,34.0,442.45,0,36.87083333333333,0,0,0,0,1
2988,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,20.4,20.4,0,20.4,0,1,0,0,1
2989,1,0,1,0,62,0,0,1,1,0,1,0,0,2,1,38.6,2345.55,0,37.83145161290323,0,0,1,0,0
2990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.25,25.25,0,25.25,0,0,0,0,0
2991,0,0,0,0,18,1,1,1,0,1,0,0,0,0,1,60.6,1156.35,0,64.24166666666666,0,0,0,0,1
2992,1,1,1,0,69,1,1,0,1,0,0,1,0,0,1,89.95,6143.15,1,89.03115942028985,1,0,0,1,0
2993,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,74.75,144.8,0,72.4,1,0,0,1,0
2994,1,0,1,1,19,1,0,0,0,0,0,0,0,0,0,20.6,414.95,0,21.839473684210525,0,1,0,0,1
2995,1,0,0,0,12,1,1,0,0,0,0,1,0,0,1,84.45,1059.55,1,88.29583333333333,1,0,0,1,0
2996,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,20.4,181.8,0,20.200000000000003,0,1,0,0,1
2997,1,0,0,0,27,1,0,1,0,1,1,1,1,1,0,81.7,2212.55,0,81.9462962962963,0,0,0,1,0
2998,1,0,0,1,27,1,1,0,0,0,1,0,0,0,1,79.5,2180.55,1,80.76111111111112,1,0,0,1,0
2999,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,89.15,89.15,1,89.15,1,0,0,0,1
3000,0,1,0,0,24,1,0,0,0,0,0,0,0,0,1,20.3,459.95,0,19.164583333333333,0,1,0,0,1
3001,1,1,0,0,14,1,1,0,0,0,0,0,0,0,1,74.95,1036.75,1,74.05357142857143,1,0,0,1,0
3002,0,1,0,0,32,1,0,0,1,0,0,0,0,0,1,74.4,2276.95,1,71.1546875,1,0,0,1,0
3003,0,0,0,0,11,1,0,0,0,0,0,0,0,1,0,20.0,211.95,0,19.268181818181816,0,1,0,0,1
3004,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,25.0,25.0,0,25.0,0,1,0,0,1
3005,1,1,0,1,38,1,1,1,0,0,0,0,0,0,1,80.45,3162.65,0,83.22763157894737,1,0,0,0,1
3006,0,0,1,1,9,1,0,0,0,0,0,0,0,2,0,19.75,210.65,0,23.405555555555555,0,1,0,0,1
3007,1,0,1,1,54,1,1,1,1,0,1,0,0,2,1,65.65,3566.7,0,66.05,0,0,1,0,0
3008,0,0,0,0,29,1,1,0,0,0,0,1,1,1,1,71.0,2080.1,0,71.72758620689655,0,0,1,0,0
3009,1,1,1,0,44,1,1,0,0,1,0,1,0,0,1,89.2,4040.2,0,91.82272727272726,1,0,0,1,0
3010,1,0,1,1,59,1,0,1,1,1,1,1,1,2,1,86.75,5186.0,0,87.89830508474576,0,0,0,1,0
3011,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,55.3,196.15,1,65.38333333333334,0,0,0,1,0
3012,0,0,1,1,18,1,0,1,1,0,1,0,0,1,1,61.5,1087.45,0,60.41388888888889,0,0,0,0,1
3013,1,1,0,0,67,1,1,0,0,0,0,0,0,2,0,25.1,1672.15,0,24.957462686567165,0,1,1,0,0
3014,0,0,1,1,22,1,0,0,1,0,1,0,0,0,0,55.15,1206.05,1,54.820454545454545,0,0,0,1,0
3015,1,0,0,1,33,0,0,1,0,0,1,0,0,1,0,34.05,1113.95,0,33.75606060606061,0,0,1,0,0
3016,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,19.95,107.05,0,21.41,0,1,0,0,1
3017,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,19.95,38.15,0,19.075,0,1,0,0,1
3018,1,0,1,1,72,1,1,1,1,1,1,1,1,2,0,89.7,6339.3,0,88.04583333333333,0,0,1,0,0
3019,1,0,0,1,9,1,0,0,0,0,0,0,0,0,0,20.4,184.1,0,20.455555555555556,0,1,0,0,1
3020,1,0,1,1,67,1,1,0,0,0,0,0,0,2,0,26.3,1688.9,0,25.207462686567165,0,1,0,0,1
3021,0,0,1,0,16,1,1,0,0,0,0,1,0,0,1,84.95,1378.25,1,86.140625,1,0,0,1,0
3022,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,20.7,137.6,0,17.2,0,1,0,0,1
3023,1,0,0,0,5,0,0,1,1,1,1,0,0,0,1,43.25,219.0,1,43.8,0,0,0,0,1
3024,1,0,1,1,23,1,1,0,0,0,0,0,0,1,1,48.35,1067.15,1,46.39782608695653,0,0,1,0,0
3025,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,79.55,79.55,1,79.55,1,0,0,1,0
3026,0,1,1,0,50,1,0,0,0,0,0,0,0,0,1,71.05,3444.85,1,68.89699999999999,1,0,0,1,0
3027,1,0,0,0,17,1,0,0,0,0,0,0,0,2,0,19.45,369.05,0,21.708823529411767,0,1,1,0,0
3028,0,0,1,0,68,1,1,1,1,1,0,1,1,2,1,110.8,7553.6,0,111.08235294117648,1,0,0,0,0
3029,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,84.5,84.5,1,84.5,1,0,0,1,0
3030,0,1,1,0,25,1,0,0,0,0,0,0,0,0,1,69.3,1813.1,0,72.524,1,0,0,1,0
3031,1,0,0,0,67,0,0,1,0,1,1,1,0,1,1,49.35,3321.35,0,49.57238805970149,0,0,0,0,0
3032,1,0,0,0,32,1,0,0,0,0,0,0,0,1,0,20.35,707.5,0,22.109375,0,1,1,0,0
3033,0,1,1,0,67,1,1,1,1,0,0,1,1,1,1,105.6,7112.15,0,106.15149253731343,1,0,0,1,0
3034,1,1,1,0,72,0,0,1,1,1,1,1,1,2,1,64.45,4641.1,0,64.45972222222223,0,0,1,0,0
3035,1,0,1,0,71,1,1,0,1,1,1,1,1,2,1,108.6,7690.9,1,108.3225352112676,1,0,1,0,0
3036,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,49.9,49.9,0,49.9,0,0,0,1,0
3037,1,0,0,0,46,0,0,0,1,0,0,0,0,0,0,30.3,1380.1,1,30.002173913043475,0,0,0,0,0
3038,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,30.4,78.65,1,39.325,0,0,0,1,0
3039,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,45.4,45.4,1,45.4,0,0,0,0,1
3040,0,0,1,0,48,1,0,0,1,1,0,0,1,1,1,65.65,3094.65,0,64.471875,0,0,0,1,0
3041,0,0,1,0,61,1,1,0,0,1,1,1,1,1,1,103.3,6518.35,0,106.85819672131149,1,0,0,0,0
3042,0,0,1,0,32,1,0,0,1,0,0,0,1,0,0,84.15,2585.95,1,80.8109375,1,0,0,0,0
3043,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,44.45,82.7,0,41.35,0,0,0,1,0
3044,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,19.75,58.85,1,19.616666666666667,0,1,0,1,0
3045,0,0,0,0,5,1,0,0,0,0,1,0,1,0,1,85.4,425.9,1,85.17999999999999,1,0,1,0,0
3046,0,0,1,1,71,1,1,1,1,1,1,1,1,2,0,89.9,6342.7,0,89.33380281690141,0,0,0,0,0
3047,1,0,1,0,37,1,1,1,0,0,0,0,0,0,1,55.05,2030.75,0,54.88513513513514,0,0,0,0,1
3048,1,0,1,1,65,1,1,0,0,1,1,1,1,2,1,104.1,6700.05,0,103.07769230769232,1,0,0,0,0
3049,0,0,0,1,67,1,1,0,1,0,1,1,1,1,1,106.6,7244.7,0,108.12985074626866,1,0,0,0,0
3050,1,0,0,1,49,1,1,0,0,0,0,0,0,0,0,75.2,3678.3,1,75.06734693877551,1,0,1,0,0
3051,1,0,1,1,50,1,1,1,0,0,1,1,0,2,1,70.5,3486.65,0,69.733,0,0,1,0,0
3052,1,0,1,1,25,1,0,0,0,0,0,0,0,1,0,19.6,411.15,0,16.445999999999998,0,1,0,1,0
3053,0,0,0,1,17,1,1,0,0,1,0,0,0,1,1,55.85,937.5,1,55.14705882352941,0,0,0,0,1
3054,0,0,1,1,64,1,1,0,0,0,0,0,0,2,1,24.05,1559.15,0,24.36171875,0,1,0,0,1
3055,1,0,1,0,25,0,0,0,0,1,0,1,0,1,1,38.1,970.4,0,38.816,0,0,1,0,0
3056,1,1,0,0,23,1,1,0,1,1,0,1,1,0,1,106.4,2483.5,1,107.97826086956522,1,0,0,1,0
3057,1,1,1,0,24,0,0,0,0,1,1,0,0,0,0,34.25,828.2,0,34.50833333333333,0,0,0,0,1
3058,0,0,0,0,37,1,1,0,0,1,0,1,1,0,1,100.05,3810.55,0,102.98783783783784,1,0,0,1,0
3059,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,68.65,1493.2,0,71.1047619047619,1,0,0,1,0
3060,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,45.8,45.8,0,45.8,0,0,0,0,1
3061,0,0,0,0,10,1,1,0,0,0,0,0,0,0,1,75.75,777.3,0,77.72999999999999,1,0,0,0,1
3062,1,0,0,0,6,1,0,0,1,0,0,0,1,0,1,84.4,556.35,1,92.72500000000001,1,0,0,1,0
3063,1,0,1,0,51,1,1,1,1,0,0,0,1,1,1,96.4,4911.05,0,96.29509803921569,1,0,1,0,0
3064,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,20.55,187.35,0,18.735,0,1,0,0,1
3065,0,0,0,0,6,0,0,1,1,0,1,0,1,0,0,50.95,307.6,0,51.26666666666667,0,0,1,0,0
3066,1,0,1,1,47,1,1,1,1,1,1,1,1,2,1,90.5,4318.35,0,91.87978723404257,0,0,0,0,1
3067,0,0,1,1,61,1,1,1,1,1,1,0,1,1,1,79.4,4820.55,0,79.02540983606558,0,0,0,1,0
3068,0,0,0,0,52,0,0,1,1,1,0,1,1,2,1,58.75,3038.55,0,58.43365384615385,0,0,0,0,0
3069,0,0,1,1,35,1,1,1,1,0,0,0,0,0,1,59.45,2136.9,0,61.05428571428572,0,0,1,0,0
3070,1,0,1,0,71,1,1,0,1,1,0,1,1,1,1,105.7,7472.15,0,105.24154929577465,1,0,0,0,0
3071,0,0,0,0,6,1,0,1,1,0,0,0,0,0,0,56.25,389.1,1,64.85000000000001,0,0,0,1,0
3072,1,0,1,0,45,1,0,1,0,1,0,0,0,2,0,53.3,2296.25,0,51.02777777777778,0,0,1,0,0
3073,0,1,0,0,2,1,1,0,0,0,0,1,0,0,1,85.55,187.45,1,93.725,1,0,0,1,0
3074,0,0,0,0,4,1,0,0,1,0,0,1,1,0,1,68.65,261.25,1,65.3125,0,0,0,0,0
3075,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24.3,38.45,0,19.225,0,0,0,0,1
3076,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,77.85,299.2,1,74.8,1,0,0,1,0
3077,1,0,0,0,51,1,1,1,0,0,1,0,0,1,0,59.9,3043.6,0,59.67843137254902,0,0,1,0,0
3078,1,0,1,1,60,1,1,0,0,0,0,0,0,1,0,23.95,1506.4,0,25.10666666666667,0,1,1,0,0
3079,1,0,0,0,9,1,0,0,0,0,0,0,0,1,1,20.15,163.7,0,18.188888888888886,0,1,0,0,1
3080,1,0,0,0,3,1,1,0,1,1,0,1,1,0,1,105.35,323.25,1,107.75,1,0,0,0,0
3081,1,0,0,0,17,1,1,0,0,1,1,0,1,0,1,95.65,1640.0,0,96.47058823529412,1,0,0,0,0
3082,0,0,0,0,8,1,1,0,0,0,0,1,0,0,1,87.05,762.1,1,95.2625,1,0,0,1,0
3083,1,0,1,1,46,1,0,1,0,1,1,1,1,2,0,81.0,3846.35,0,83.61630434782609,0,0,0,0,1
3084,0,0,0,0,68,1,0,1,1,1,1,1,1,2,1,82.45,5646.6,0,83.03823529411765,0,0,1,0,0
3085,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,53.5,53.5,1,53.5,0,0,0,0,1
3086,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,20.5,79.05,0,19.7625,0,1,0,0,0
3087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.1,25.1,1,25.1,0,0,0,0,1
3088,1,0,0,1,28,1,0,0,1,0,1,0,0,1,1,54.4,1516.6,0,54.16428571428571,0,0,1,0,0
3089,0,0,0,0,39,1,0,0,1,0,0,1,0,1,1,58.6,2224.5,0,57.03846153846154,0,0,1,0,0
3090,1,0,0,0,11,1,0,0,0,1,0,0,1,0,0,84.8,888.75,0,80.79545454545455,1,0,0,1,0
